target_n,actual_n,edges,variant,epochs,ARI,NMI,AMI,FMI,V_measure,homogeneity,elapsed_sec,wall_sec,peak_memory_mib,status
2000,2000,34652,microcluster,20,0.4500733885703017,0.4496487967056215,0.44874185433851715,0.5914572466380652,0.4496487967056215,0.4445905181002295,2.46828556060791,5.241095542907715,99.81640625,completed
2000,2000,34652,full_batch,20,0.46118578488554424,0.45498954550769366,0.4540937864274537,0.598782517276598,0.4549895455076937,0.45104606335164776,0.6892402172088623,3.084674835205078,372.57763671875,completed
5000,5000,85530,microcluster,20,0.4817096099171965,0.45807446255822715,0.45772178794440005,0.6115401047600351,0.45807446255822715,0.45765219474796154,5.094123125076294,7.833374261856079,95.27392578125,completed
5000,5000,85530,full_batch,20,0.4849130268824078,0.4610491529458002,0.46069838025823057,0.6139710507766353,0.4610491529458001,0.4605798752903436,0.7189600467681885,3.4687705039978027,895.71435546875,completed
10000,10000,169414,microcluster,20,0.4621407778464675,0.4408419517357974,0.44066013762882966,0.5969201639501874,0.4408419517357973,0.4404233090158737,10.365922212600708,13.559231281280518,96.04736328125,completed
10000,10000,169414,full_batch,20,0.4580599418784367,0.43445737583099764,0.43427362085687754,0.5935852406540568,0.43445737583099764,0.4343630747432729,0.6783678531646729,3.6872503757476807,1756.9248046875,completed
20000,20000,337296,microcluster,20,0.46451013717994355,0.44152001394275914,0.44142929126002683,0.5985524418659371,0.44152001394275914,0.4412965293042447,19.905256271362305,24.306703567504883,93.46826171875,completed
20000,20000,337296,full_batch,20,0.4643662810605558,0.4403577684435619,0.44026687969346784,0.5983490472964369,0.44035776844356195,0.44024481866854975,1.1029250621795654,5.102337121963501,3469.43798828125,completed
